Lfd. Nr.,Land,RB,Kreis,VB,Gem,Stadt,Post-leitzahl 1),Fläche in km2 2),Bevölkerung insgesamt,männlich,weiblich,je km2
265,08,1,16,5005,049,"Nürtingen, Stadt",72622,  46.88, 41 017, 20 542, 20 475, 875
266,15,0,84,0550,550,"Weißenfels, Stadt",06667,  113.56, 40 874, 20 751, 20 123, 360
267,15,0,85,0135,135,"Halberstadt, Stadt",38820,  142.98, 40 871, 20 498, 20 373, 286
268,05,7,66,0044,044,"Lemgo, Stadt",32657,  100.85, 40 871, 20 169, 20 702, 405
269,09,5,65,0000,000,Schwabach,91124,  40.80, 40 781, 19 885, 20 896,1 000
270,07,3,17,0000,000,"Pirmasens, Stadt",66953,  61.36, 40 632, 19 909, 20 723, 662
271,05,1,58,0026,026,"Monheim am Rhein, Stadt",40789,  23.05, 40 598, 19 527, 21 071,1 761
272,08,1,16,5001,033,"Kirchheim unter Teck, Stadt",73230,  40.47, 40 446, 19 935, 20 511, 999
273,06,4,31,0002,002,"Bensheim, Stadt",64625,  57.83, 40 326, 19 743, 20 583, 697
274,09,1,79,0123,123,"Germering, GKSt",82102,  21.60, 40 285, 19 455, 20 830,1 865
275,12,0,60,0052,052,"Eberswalde, Stadt",16225,  93.64, 40 223, 19 820, 20 403, 430
276,05,7,58,0024,024,"Löhne, Stadt",32584,  59.51, 39 867, 19 566, 20 301, 670
277,08,1,16,0078,078,"Leinfelden-Echterdingen, Stadt",70771,  29.89, 39 826, 19 706, 20 120,1 332
278,15,0,90,0535,535,"Stendal, Hansestadt",39576,  268.02, 39 822, 19 496, 20 326, 149
279,09,3,73,0147,147,"Neumarkt i.d.OPf., GKSt",92305,  79.01, 39 822, 19 459, 20 363, 504
280,08,1,27,5009,076,"Schwäbisch Hall, Stadt",74523,  104.19, 39 818, 19 278, 20 540, 382
281,03,3,59,0010,010,"Buxtehude, Hansestadt",21614,  76.69, 39 782, 19 598, 20 184, 519
282,06,4,36,0007,007,"Hofheim am Taunus, Kreisstadt",65719,  57.43, 39 692, 19 355, 20 337, 691
283,08,1,19,5003,067,"Schorndorf, Stadt",73614,  56.83, 39 601, 19 470, 20 131, 697
284,05,3,70,0020,020,"Hückelhoven, Stadt",41836,  61.27, 39 585, 19 570, 20 015, 646
285,14,6,25,0020,020,"Bautzen, Stadt",02625,  66.67, 39 429, 19 099, 20 330, 591
286,10,0,41,0519,519,"Völklingen, Stadt",66333,  67.10, 39 376, 19 189, 20 187, 587
287,08,2,15,0017,017,"Ettlingen, Stadt",76275,  56.75, 39 315, 19 198, 20 117, 693
288,14,6,28,0110,110,"Freital, Stadt",01705,  40.45, 39 300, 19 105, 20 195, 972
289,08,1,16,0080,080,"Ostfildern, Stadt",73760,  22.81, 39 205, 19 420, 19 785,1 719
290,05,5,54,0004,004,"Ahaus, Stadt",48683,  151.24, 39 185, 19 572, 19 613, 259
291,15,0,82,0015,015,"Bitterfeld-Wolfen, Stadt",06766,  86.96, 39 103, 18 933, 20 170, 450
292,03,3,53,0005,005,"Buchholz in der Nordheide, Stadt",21244,  74.76, 39 042, 18 722, 20 320, 522
293,05,3,34,0036,036,"Würselen, Stadt",52146,  34.39, 38 934, 19 090, 19 844,1 132
294,06,4,35,0019,019,"Maintal, Stadt",63477,  32.41, 38 930, 19 186, 19 744,1 201
295,05,1,58,0024,024,"Mettmann, Stadt",40822,  42.56, 38 789, 18 642, 20 147, 911
296,14,6,28,5229,270,"Pirna, Stadt",01796,  53.06, 38 276, 18 713, 19 563, 721
297,12,0,60,0020,020,"Bernau bei Berlin, Stadt",16321,  104.17, 38 194, 18 623, 19 571, 367
298,05,3,82,0044,044,"Niederkassel, Stadt",53859,  35.79, 38 057, 18 761, 19 296,1 063
299,05,5,62,0016,016,"Haltern am See, Stadt",45721,  159.03, 37 977, 18 491, 19 486, 239
300,06,4,38,0006,006,"Langen (Hessen), Stadt",63225,  29.12, 37 527, 18 435, 19 092,1 289
301,06,4,38,0009,009,"Neu-Isenburg, Stadt",63263,  24.29, 37 512, 18 466, 19 046,1 544
302,05,5,66,0012,012,"Greven, Stadt",48268,  140.26, 37 502, 18 499, 19 003, 267
303,05,1,70,0020,020,"Kamp-Lintfort, Stadt",47475,  63.14, 37 346, 18 347, 18 999, 591
304,05,5,70,0052,052,"Warendorf, Stadt",48231,  176.88, 37 242, 18 168, 19 074, 211
305,09,1,79,0121,121,"Fürstenfeldbruck, GKSt",82245,  32.53, 37 202, 18 225, 18 977,1 144
306,03,4,54,0041,041,"Papenburg, Stadt",26871,  118.44, 37 030, 18 898, 18 132, 313
307,08,1,19,5001,008,"Backnang, Stadt",71522,  39.38, 36 893, 18 347, 18 546, 937
308,12,0,61,0260,260,"Königs Wusterhausen, Stadt",15711,  96.04, 36 706, 18 007, 18 699, 382
309,05,5,70,0008,008,"Beckum, Stadt",59269,  111.46, 36 689, 18 142, 18 547, 329
310,09,1,77,0117,117,"Erding, GKSt",85421,  54.61, 36 382, 17 631, 18 751, 666
311,05,5,58,0012,012,"Coesfeld, Stadt",48653,  141.36, 36 302, 17 901, 18 401, 257
312,05,1,70,0044,044,"Voerde (Niederrhein), Stadt",46562,  53.49, 36 268, 17 712, 18 556, 678
313,05,5,66,0008,008,"Emsdetten, Stadt",48282,  72.06, 36 151, 17 943, 18 208, 502
314,05,3,62,0040,040,"Wesseling, Stadt",50389,  23.37, 35 955, 17 865, 18 090,1 539
315,10,0,45,0117,117,"St. Ingbert, Stadt",66386,  49.95, 35 951, 17 230, 18 721, 720
316,08,3,17,0057,057,"Kehl, Stadt",77694,  75.07, 35 695, 17 692, 18 003, 475
317,05,7,70,0032,032,"Porta Westfalica, Stadt",32457,  105.22, 35 660, 17 677, 17 983, 339
318,08,3,27,5006,050,"Tuttlingen, Stadt",78532,  90.45, 35 456, 17 723, 17 733, 392
319,08,2,26,5008,085,"Sinsheim, Stadt",74889,  126.99, 35 439, 17 732, 17 707, 279
320,03,4,54,0035,035,"Meppen, Stadt",49716,  188.40, 35 267, 17 379, 17 888, 187
321,16,0,54,0000,000,"Suhl, Stadt",98527,  103.03, 35 166, 17 131, 18 035, 341
322,05,7,66,0040,040,"Lage, Stadt",32791,  76.04, 35 166, 17 335, 17 831, 462
323,06,5,33,0009,009,"Limburg a.d. Lahn, Kreisstadt",65549,  45.16, 34 989, 17 252, 17 737, 775
324,05,1,66,0012,012,"Kempen, Stadt",47906,  68.80, 34 711, 16 868, 17 843, 505
325,05,3,78,0032,032,"Wermelskirchen, Stadt",42929,  74.80, 34 705, 16 957, 17 748, 464
326,03,3,53,0040,040,"Winsen (Luhe), Stadt",21423,  109.77, 34 635, 16 975, 17 660, 316
327,03,4,53,0004,004,"Cloppenburg, Stadt",49661,  70.86, 34 581, 17 065, 17 516, 488
328,05,5,62,0008,008,"Datteln, Stadt",45711,  66.10, 34 563, 16 927, 17 636, 523
329,10,0,44,0115,115,"Saarlouis, Kreisstadt",66740,  43.30, 34 532, 16 746, 17 786, 798
330,06,4,33,0008,008,"Mörfelden-Walldorf, Stadt",64546,  44.13, 34 315, 17 297, 17 018, 778
331,07,3,20,0000,000,"Zweibrücken, Stadt",66482,  70.64, 34 270, 16 936, 17 334, 485
332,03,4,57,0013,013,"Leer (Ostfriesland), Stadt",26789,  70.11, 34 226, 17 175, 17 051, 488
333,15,0,88,0220,220,"Merseburg, Stadt",06217,  53.76, 34 197, 16 733, 17 464, 636
334,08,1,27,5002,014,"Crailsheim, Stadt",74564,  109.08, 34 130, 17 198, 16 932, 313
335,08,4,17,5002,002,"Balingen, Stadt",72336,  90.32, 34 062, 16 581, 17 481, 377
336,06,4,38,0001,001,"Dietzenbach, Kreisstadt",63128,  21.68, 34 055, 17 008, 17 047,1 571
337,03,2,41,0015,015,"Seelze, Stadt",30926,  54.08, 34 036, 16 871, 17 165, 629
338,05,9,62,0016,016,"Hemer, Stadt",58675,  67.66, 34 016, 16 744, 17 272, 503
339,06,4,31,0020,020,"Viernheim, Stadt",68519,  48.41, 33 989, 16 624, 17 365, 702
340,03,2,41,0002,002,"Barsinghausen, Stadt",30890,  102.81, 33 989, 16 763, 17 226, 331
341,14,6,27,0210,210,"Radebeul, Stadt",01445,  26.14, 33 954, 16 449, 17 505,1 299
342,05,5,66,0084,084,"Steinfurt, Stadt",48565,  111.67, 33 915, 16 835, 17 080, 304
343,05,1,54,0012,012,"Geldern, Stadt",47608,  96.97, 33 819, 16 860, 16 959, 349
344,08,1,18,0046,046,"Kornwestheim, Stadt",70806,  14.65, 33 766, 16 735, 17 031,2 305
345,06,4,40,0003,003,"Bad Vilbel, Stadt",61118,  25.68, 33 745, 16 346, 17 399,1 314
346,03,3,60,0025,025,"Uelzen, Hansestadt",29525,  136.84, 33 673, 16 344, 17 329, 246
347,05,1,54,0016,016,"Goch, Stadt",47574,  115.43, 33 618, 16 796, 16 822, 291
348,09,2,71,0119,119,"Deggendorf, GKSt",94459,  77.14, 33 373, 16 477, 16 896, 433
349,01,0,56,0050,050,"Wedel, Stadt",22880,  33.81, 33 347, 16 172, 17 175, 986
350,01,0,62,0001,001,"Ahrensburg, Stadt",22926,  35.29, 33 305, 15 825, 17 480, 944
351,16,0,64,0046,046,"Mühlhausen/Thüringen, Stadt",99974,  86.74, 33 127, 16 061, 17 066, 382
352,14,6,25,0240,240,"Hoyerswerda, Stadt",02977,  95.44, 33 116, 15 929, 17 187, 347
353,05,1,62,0020,020,"Korschenbroich, Stadt",41352,  55.26, 33 063, 16 065, 16 998, 598
354,15,0,89,0030,030,"Bernburg (Saale), Stadt",06406,  113.48, 32 876, 16 031, 16 845, 290
355,08,3,36,5004,069,"Rheinfelden (Baden), Stadt",79618,  62.82, 32 856, 16 145, 16 711, 523
356,15,0,85,0370,370,"Wernigerode, Stadt",38855,  170.18, 32 837, 15 592, 17 245, 193
357,08,4,26,5003,021,"Biberach an der Riß, Stadt",88400,  72.15, 32 801, 16 131, 16 670, 455
358,15,0,84,0355,355,"Naumburg (Saale), Stadt",06618,  129.90, 32 755, 15 882, 16 873, 252
359,06,4,31,0013,013,"Lampertheim, Stadt",68623,  72.27, 32 609, 16 119, 16 490, 451
360,05,3,58,0024,024,"Jülich, Stadt",52428,  90.39, 32 505, 16 320, 16 185, 360
361,16,0,77,0001,001,"Altenburg, Stadt",04600,  45.69, 32 374, 15 661, 16 713, 709
362,03,4,60,0009,009,"Vechta, Stadt",49377,  87.88, 32 201, 16 064, 16 137, 366
363,09,4,74,0126,126,"Forchheim, GKSt",91299,  44.44, 32 125, 15 508, 16 617, 723
364,06,4,40,0002,002,"Bad Nauheim, Stadt",61231,  32.54, 32 102, 15 170, 16 932, 987
365,12,0,67,0144,144,"Fürstenwalde/Spree, Stadt",15517,  70.68, 32 098, 15 861, 16 237, 454
366,05,7,74,0020,020,"Delbrück, Stadt",33129,  157.28, 31 943, 16 278, 15 665, 203
367,01,0,61,0046,046,"Itzehoe, Stadt",25524,  28.03, 31 848, 15 217, 16 631,1 136
368,03,3,61,0001,001,"Achim, Stadt",28832,  68.06, 31 834, 15 469, 16 365, 468
369,03,4,59,0019,019,"Georgsmarienhütte, Stadt",49124,  55.45, 31 624, 15 520, 16 104, 570
370,03,2,56,0022,022,"Nienburg (Weser), Stadt",31582,  64.53, 31 602, 15 374, 16 228, 490
371,08,1,15,5003,021,"Herrenberg, Stadt",71083,  65.70, 31 499, 15 468, 16 031, 479
372,05,5,62,0028,028,"Oer-Erkenschwick, Stadt",45739,  38.66, 31 378, 15 428, 15 950, 812
373,05,1,70,0032,032,"Rheinberg, Stadt",47495,  75.24, 31 195, 15 220, 15 975, 415
374,08,3,35,0063,063,"Radolfzell am Bodensee, Stadt",78315,  58.55, 31 064, 15 035, 16 029, 531
375,15,0,89,0305,305,"Schönebeck (Elbe), Stadt",39218,  86.05, 31 038, 14 994, 16 044, 361
376,05,9,70,0024,024,"Kreuztal, Stadt",57223,  71.07, 31 017, 15 354, 15 663, 436
377,03,4,59,0014,014,"Bramsche, Stadt",49565,  183.39, 30 992, 15 725, 15 267, 169
378,03,1,55,0013,013,"Einbeck, Stadt",37574,  231.92, 30 925, 15 119, 15 806, 133
379,05,9,54,0012,012,"Gevelsberg, Stadt",58285,  26.34, 30 910, 15 033, 15 877,1 174
380,12,0,68,0320,320,"Neuruppin, Stadt",16816,  305.24, 30 889, 15 146, 15 743, 101
381,03,3,52,0062,062,"Geestland, Stadt",27607,  356.56, 30 873, 15 051, 15 822, 87
382,05,1,54,0008,008,"Emmerich am Rhein, Stadt",46446,  80.40, 30 845, 15 538, 15 307, 384
383,05,9,74,0052,052,"Werl, Stadt",59457,  76.35, 30 782, 15 720, 15 062, 403
384,05,1,58,0008,008,"Haan, Stadt",42781,  24.19, 30 483, 14 617, 15 866,1 260
385,03,2,41,0003,003,"Burgdorf, Stadt",31303,  112.56, 30 482, 14 907, 15 575, 271
386,05,3,82,0028,028,"Lohmar, Stadt",53797,  65.62, 30 451, 14 971, 15 480, 464
387,01,0,53,0032,032,"Geesthacht, Stadt",21502,  33.25, 30 407, 14 855, 15 552, 914
388,14,6,27,0230,230,"Riesa, Stadt",01589,  58.91, 30 392, 14 760, 15 632, 516
389,03,3,56,0007,007,"Osterholz-Scharmbeck, Stadt",27711,  147.17, 30 329, 14 864, 15 465, 206
390,08,3,36,0091,091,"Weil am Rhein, Stadt",79576,  19.46, 30 197, 14 646, 15 551,1 552
391,05,9,58,0032,032,"Meschede, Kreis- und  Hochschulstadt",59872,  218.50, 30 086, 14 918, 15 168, 138
392,12,0,73,0532,532,"Schwedt/Oder, Stadt",16303,  205.56, 30 075, 14 445, 15 630, 146
393,05,9,54,0008,008,"Ennepetal, Stadt der Kluterthöhle",58256,  57.77, 29 929, 14 603, 15 326, 518
394,07,1,37,0003,003,"Andernach, Stadt",56626,  53.34, 29 860, 14 512, 15 348, 560
395,10,0,42,0113,113,"Merzig, Kreisstadt",66663,  108.98, 29 818, 14 734, 15 084, 274
396,09,7,71,0130,130,"Friedberg, St",86313,  81.25, 29 782, 14 584, 15 198, 367
397,06,6,32,0002,002,"Bad Hersfeld, Kreisstadt",36251,  73.87, 29 767, 14 537, 15 230, 403
398,06,4,39,0015,015,"Taunusstein, Stadt",65232,  67.02, 29 746, 14 432, 15 314, 444
399,05,9,78,0040,040,"Werne, Stadt",59368,  76.14, 29 721, 14 373, 15 348, 390
400,08,2,16,0015,015,"Gaggenau, Stadt",76571,  65.01, 29 615, 14 604, 15 011, 456
401,09,1,85,0149,149,"Neuburg a.d.Donau, GKSt",86622,  81.29, 29 608, 14 844, 14 764, 364
402,05,7,54,0032,032,"Rietberg, Stadt",33397,  110.31, 29 432, 14 883, 14 549, 267
403,13,0,72,0043,043,"Güstrow, Stadt",18273,  71.09, 29 429, 14 247, 15 182, 414
404,08,2,15,5002,007,"Bretten, Stadt",75015,  71.10, 29 336, 14 586, 14 750, 413
405,08,1,18,5008,073,"Vaihingen an der Enz, Stadt",71665,  73.40, 29 308, 14 620, 14 688, 399
406,05,1,66,0028,028,"Tönisvorst, Stadt",47918,  44.34, 29 286, 14 283, 15 003, 660
407,05,5,62,0036,036,"Waltrop, Stadt",45731,  47.09, 29 252, 14 144, 15 108, 621
408,05,5,70,0028,028,"Oelde, Stadt",59302,  102.77, 29 209, 14 628, 14 581, 284
409,05,7,62,0020,020,"Höxter, Stadt",37671,  158.16, 29 112, 14 426, 14 686, 184
410,03,1,55,0011,011,"Northeim, Stadt",37154,  145.85, 29 040, 14 205, 14 835, 199
411,08,2,16,5002,007,"Bühl, Stadt",77815,  73.18, 29 000, 14 205, 14 795, 396
412,06,4,40,0008,008,"Friedberg (Hessen), Kreisstadt",61169,  50.18, 28 962, 14 436, 14 526, 577
413,03,2,41,0017,017,"Springe, Stadt",31832,  160.12, 28 918, 14 032, 14 886, 181
414,09,1,81,0130,130,"Landsberg am Lech, GKSt",86886,  57.91, 28 865, 14 438, 14 427, 498
415,06,4,36,0008,008,"Kelkheim (Taunus), Stadt",65779,  30.73, 28 829, 14 146, 14 683, 938
416,09,1,84,0149,149,"Unterschleißheim, St",85702,  14.93, 28 809, 14 493, 14 316,1 930
417,01,0,58,0135,135,"Rendsburg, Stadt",24768,  23.75, 28 789, 14 301, 14 488,1 212
418,09,3,76,0161,161,"Schwandorf, GKSt",92409,  123.81, 28 730, 14 327, 14 403, 232
419,05,3,78,0028,028,"Rösrath, Stadt",51503,  38.80, 28 666, 14 023, 14 643, 739
420,05,9,54,0024,024,"Schwelm, Stadt",58332,  20.49, 28 478, 13 702, 14 776,1 390
421,15,0,84,0590,590,"Zeitz, Stadt",06712,  87.18, 28 381, 13 776, 14 605, 326
422,07,1,34,0045,045,"Idar-Oberstein, Stadt",55743,  91.58, 28 357, 13 886, 14 471, 310
423,08,1,19,5006,085,"Winnenden, Stadt",71364,  28.05, 28 351, 14 018, 14 333,1 011
424,06,4,38,0008,008,"Mühlheim am Main, Stadt",63165,  20.67, 28 318, 14 087, 14 231,1 370
425,05,3,78,0016,016,"Leichlingen (Rheinland), Blütenstadt",42799,  37.26, 28 166, 13 557, 14 609, 756
426,05,1,54,0032,032,"Kevelaer, Stadt",47623,  100.64, 28 162, 13 842, 14 320, 280
427,14,7,29,0160,160,"Grimma, Stadt",04668,  218.25, 28 153, 13 871, 14 282, 129
428,14,6,27,0140,140,"Meißen, Stadt",01662,  30.92, 28 061, 13 523, 14 538, 908
429,07,1,31,0007,007,"Bad Neuenahr-Ahrweiler, Stadt",53474,  63.38, 28 048, 13 177, 14 871, 443
430,08,1,17,5004,024,"Geislingen an der Steige, Stadt",73312,  75.83, 28 021, 14 085, 13 936, 370
431,05,3,70,0040,040,"Wegberg, Stadt",41844,  84.34, 27 921, 13 692, 14 229, 331
432,05,9,58,0044,044,"Sundern (Sauerland), Stadt",59846,  193.27, 27 871, 13 992, 13 879, 144
433,09,7,72,0163,163,"Königsbrunn, St",86331,  18.40, 27 850, 13 731, 14 119,1 514
434,06,4,38,0012,012,"Rödermark, Stadt",63322,  29.99, 27 840, 13 551, 14 289, 928
435,03,3,61,0012,012,"Verden (Aller), Stadt",27283,  71.70, 27 747, 13 431, 14 316, 387
436,15,0,89,0015,015,"Aschersleben, Stadt",06449,  156.23, 27 712, 13 385, 14 327, 177
437,06,6,33,0003,003,"Baunatal, Stadt",34225,  38.27, 27 704, 13 411, 14 293, 724
438,08,3,16,5003,011,"Emmendingen, Stadt",79312,  33.78, 27 642, 13 396, 14 246, 818
439,05,9,54,0032,032,"Wetter (Ruhr), Stadt",58300,  31.54, 27 628, 13 586, 14 042, 876
440,09,1,79,0142,142,"Olching, St",82134,  29.92, 27 592, 13 415, 14 177, 922
441,06,4,36,0005,005,"Hattersheim am Main, Stadt",65795,  15.80, 27 479, 13 738, 13 741,1 739
442,01,0,62,0060,060,"Reinbek, Stadt",21465,  31.26, 27 409, 13 485, 13 924, 877
443,05,3,66,0028,028,"Mechernich, Stadt",53894,  136.48, 27 350, 13 600, 13 750, 200
444,06,4,32,0008,008,"Griesheim, Stadt",64347,  21.55, 27 258, 13 645, 13 613,1 265
445,05,3,82,0048,048,"Rheinbach, Stadt",53359,  69.72, 27 124, 13 443, 13 681, 389
446,08,4,36,5007,081,"Wangen im Allgäu, Stadt",88239,  101.35, 27 109, 13 215, 13 894, 267
447,05,3,70,0012,012,"Geilenkirchen, Stadt",52511,  83.16, 27 106, 13 526, 13 580, 326
448,05,3,78,0024,024,"Overath, Stadt",51491,  68.88, 27 062, 13 327, 13 735, 393
449,08,2,26,0041,041,"Leimen, Stadt",69181,  20.64, 27 055, 13 407, 13 648,1 311
450,05,3,34,0008,008,"Baesweiler, Stadt",52499,  27.84, 26 996, 13 142, 13 854, 970
451,05,1,70,0028,028,"Neukirchen-Vluyn, Stadt",47506,  43.50, 26 990, 13 044, 13 946, 620
452,08,1,19,0091,091,"Weinstadt, Stadt",71384,  31.71, 26 884, 13 223, 13 661, 848
